43, 14, 20, 21, 38, 10, 51, 16, 0, 25, 19, 13, 35, 3, 40, 11, 6, 32, 48, 41, 45, 12, 24, 8, 26, 22, 5, 36, 42, 15, 30, 34, 7, 47, 1, 9, 31, 44, 28, 2, 17, 39, 37, 29, 52, 49, 4, 50, 33, 27, 18, 46, 23, 
40, 1, 25, 9, 44, 4, 39, 23, 31, 33, 35, 13, 42, 11, 16, 18, 28, 6, 27, 10, 37, 7, 5, 32, 50, 14, 20, 15, 51, 52, 46, 3, 45, 19, 48, 34, 21, 41, 0, 43, 47, 24, 30, 12, 38, 36, 17, 8, 49, 26, 29, 2, 22, 
17, 50, 0, 35, 46, 42, 3, 47, 18, 5, 9, 32, 52, 21, 38, 45, 16, 6, 22, 44, 15, 19, 8, 31, 36, 43, 23, 13, 2, 39, 10, 12, 49, 33, 40, 24, 20, 27, 14, 41, 28, 34, 37, 26, 4, 48, 51, 25, 7, 30, 1, 29, 11, 
30, 51, 35, 8, 50, 49, 11, 16, 14, 33, 5, 43, 6, 3, 10, 23, 28, 20, 15, 13, 2, 4, 44, 39, 25, 12, 46, 17, 42, 45, 40, 1, 22, 21, 52, 38, 37, 48, 41, 31, 34, 7, 0, 32, 18, 24, 36, 47, 29, 9, 26, 27, 19, 
45, 1, 18, 43, 9, 12, 25, 23, 39, 22, 7, 8, 24, 47, 3, 48, 42, 33, 16, 6, 26, 28, 51, 27, 13, 46, 29, 2, 30, 40, 19, 11, 5, 41, 36, 17, 0, 21, 10, 4, 52, 34, 15, 38, 35, 49, 37, 31, 20, 44, 14, 32, 50, 
49, 16, 38, 37, 42, 5, 33, 47, 4, 51, 10, 29, 45, 44, 15, 25, 24, 11, 21, 52, 30, 14, 26, 39, 18, 12, 19, 8, 17, 0, 22, 27, 41, 9, 13, 34, 7, 46, 40, 32, 48, 43, 6, 2, 31, 28, 35, 23, 36, 20, 3, 1, 50, 
7, 49, 15, 24, 38, 10, 13, 19, 31, 11, 4, 39, 6, 14, 28, 37, 22, 3, 9, 29, 21, 1, 33, 26, 42, 46, 20, 30, 34, 51, 48, 16, 47, 52, 8, 45, 2, 36, 18, 44, 5, 43, 27, 25, 40, 50, 0, 35, 41, 32, 17, 12, 23, 
23, 47, 41, 48, 49, 50, 8, 25, 40, 7, 37, 3, 0, 38, 27, 39, 29, 46, 51, 4, 11, 36, 33, 45, 26, 1, 44, 17, 52, 35, 22, 43, 12, 28, 32, 9, 6, 42, 19, 21, 2, 30, 15, 20, 14, 34, 31, 24, 5, 18, 16, 13, 10, 
41, 12, 37, 21, 31, 27, 32, 23, 51, 9, 7, 15, 8, 16, 24, 6, 28, 47, 38, 0, 52, 45, 11, 5, 18, 26, 19, 22, 30, 3, 25, 17, 40, 49, 35, 2, 43, 33, 50, 29, 1, 39, 46, 4, 44, 20, 14, 36, 10, 13, 48, 34, 42, 
26, 15, 38, 20, 11, 28, 6, 22, 25, 42, 30, 23, 16, 17, 0, 8, 19, 39, 18, 27, 7, 34, 46, 31, 48, 5, 50, 14, 45, 49, 29, 10, 21, 24, 51, 44, 12, 47, 4, 40, 3, 13, 33, 52, 43, 36, 9, 32, 2, 41, 35, 1, 37, 
50, 17, 28, 15, 2, 9, 41, 33, 10, 34, 49, 16, 26, 8, 51, 35, 14, 13, 29, 7, 4, 36, 32, 52, 24, 37, 47, 1, 3, 25, 12, 6, 46, 42, 11, 31, 38, 39, 30, 5, 40, 19, 22, 20, 18, 43, 21, 45, 44, 23, 0, 27, 48, 
51, 39, 24, 50, 41, 46, 32, 33, 10, 8, 40, 45, 9, 35, 36, 52, 23, 25, 37, 38, 18, 42, 1, 43, 7, 15, 13, 19, 11, 44, 17, 14, 12, 49, 47, 20, 22, 28, 5, 4, 31, 34, 30, 27, 3, 16, 6, 2, 21, 29, 0, 48, 26, 
